model_year,brand,type,miles_per_gallon,premium_version,msrp,collection_car
2018,Jeep,SUV,23.0,0,24000.0,0
2012,Pontiac,Sedan,27.0,1,26300.0,0
2024,Chevrolet,Coupe,28.0,0,26500.0,0
2018,Audi,SUV,22.0,1,75000.0,0
2011,Toyota,Sedan,28.0,1,25000.0,0
2008,Acura,SUV,16.0,0,46000.0,0
2017,Mercedes-Benz,Sedan,22.0,1,70750.0,0
2015,Nissan,Minivan,11.0,0,39190.0,0
2016,Mercedes-Benz,Coupe,18.0,1,130000.0,1
2012,Jaguar,Coupe,16.0,1,84900.0,0
2020,Mercedes-Benz,Sedan,18.0,1,185000.0,0
2013,Ford,Pickup,12.0,0,35000.0,0
2019,GMC,Minivan,16.0,0,33500.0,0
2023,Chevrolet,SUV,29.0,1,32800.0,0
2022,BMW,Sedan,22.0,1,75800.0,0
2017,Acura,Sedan,24.0,0,33000.0,0
2011,Mercedes-Benz,SUV,15.0,1,86000.0,0
2007,Lexus,Convertible,21.0,0,42900.0,0
2004,Chevrolet,SUV,12.0,1,35000.0,0
2014,Cadillac,Sedan,30.0,0,37995.0,0
2007,Porsche,Coupe,19.0,1,100000.0,1
2007,Audi,Coupe,20.0,1,25000.0,0
2011,Jeep,SUV,17.0,0,26900.0,0
2021,Mazda,SUV,24.0,1,45000.0,0
2022,Volkswagen,Sedan,24.0,1,30000.0,0
2016,Nissan,SUV,21.0,1,39200.0,0
2019,Mercedes-Benz,Sedan,18.0,1,42000.0,0
2010,Ford,Van,12.0,0,33240.0,0
2000,Chevrolet,Pickup,15.0,0,29995.0,0
2020,Audi,Sedan,30.0,1,33000.0,0
2017,Chevrolet,Pickup,15.0,0,53000.0,0
2012,Hyundai,Sedan,24.0,0,25000.0,0
2014,Cadillac,SUV,14.0,0,72500.0,0
2012,Honda,Convertible,20.0,0,30000.0,1
2011,Subaru,Sedan,21.0,0,27000.0,0
2007,Porsche,Sedan,18.0,1,80000.0,0
2017,Toyota,SUV,17.0,0,34800.0,0
2022,BMW,Sedan,22.0,1,91000.0,0
2010,Ford,Pickup,15.0,0,37000.0,0
2011,Toyota,Sedan,26.0,0,18700.0,0
2015,Nissan,SUV,28.0,1,24000.0,0
2016,Jeep,SUV,23.0,0,22495.0,0
2020,INFINITI,Coupe,20.0,1,65000.0,0
2022,Mercedes-Benz,Sedan,24.0,1,109800.0,0
2023,Mercedes-Benz,Coupe,18.0,1,75200.0,0
2021,Mazda,Sedan,30.0,0,26650.0,0
2020,Porsche,Coupe,20.0,1,115000.0,1
2016,Toyota,SUV,34.0,0,28650.0,0
2010,Mercedes-Benz,Convertible,17.0,1,65000.0,0
2024,Ford,Pickup,18.0,1,55000.0,0
2005,Chevrolet,Sedan,20.0,1,25000.0,0
2010,Porsche,Coupe,20.0,1,85000.0,0
2007,BMW,Convertible,20.0,0,35000.0,0
2019,BMW,SUV,22.0,1,64900.0,0
2022,Honda,SUV,20.0,1,49000.0,0
2009,Maserati,Coupe,13.0,0,135000.0,1
2019,Hyundai,Sedan,39.0,1,34000.0,0
2017,Saturn,Convertible,22.0,1,30000.0,1
2010,Toyota,SUV,17.0,1,36700.0,0
2017,Rolls-Royce,Convertible,12.0,1,447600.0,1
2017,Jeep,SUV,19.0,1,59490.0,0
2020,Volkswagen,Hatchback,25.0,1,28000.0,0
2004,Saturn,Convertible,25.0,1,29250.0,0
2010,Lexus,Sedan,21.0,0,30000.0,0
2015,BMW,Sedan,20.0,0,40000.0,0
2011,BMW,Coupe,26.0,1,43000.0,0
2010,Buick,SUV,25.0,0,32900.0,0
2003,Mazda,Sedan,20.0,0,23500.0,0
2003,Volvo,Sedan,20.0,0,40000.0,0
2018,BMW,Sedan,18.0,1,100000.0,0
2023,Tesla,Sedan,118.0,1,59990.0,0
2022,Ford,Pickup,18.0,0,41000.0,0
2003,Cadillac,SUV,12.0,1,54000.0,0
2017,Buick,SUV,24.0,1,41060.0,0
2012,Jeep,SUV,16.0,0,27000.0,0
2009,Nissan,Sedan,23.0,0,19500.0,0
2012,Lexus,SUV,12.0,1,81900.0,0
2019,RAM,Pickup,14.0,1,62000.0,0
2014,Mitsubishi,Sedan,17.0,0,34995.0,1
2002,Mercury,Sedan,18.0,0,35995.0,1
2023,FIAT,Sedan,60.0,0,45000.0,0
2021,GMC,Pickup,20.0,0,35000.0,0
2019,Toyota,SUV,17.0,0,32000.0,0
2017,Ford,Coupe,15.0,1,450000.0,1
2017,BMW,Coupe,24.0,1,35000.0,0
2004,Chevrolet,Pickup,15.0,1,43000.0,0
2019,Volkswagen,Sedan,30.0,0,19500.0,0
2002,Audi,Coupe,24.0,0,30000.0,0
2004,Porsche,Convertible,19.0,1,58900.0,0
2009,BMW,Convertible,20.0,0,43000.0,0
2020,Nissan,SUV,28.0,1,24320.0,0
2008,Mitsubishi,Sedan,20.0,1,35000.0,1
2005,Cadillac,Sedan,20.0,1,33995.0,0
1999,Porsche,Coupe,20.0,0,74900.0,1
2001,Audi,Coupe,24.0,0,24000.0,0
2015,Honda,Sedan,26.0,0,25000.0,0
2022,Maserati,Coupe,24.0,1,210000.0,0
2020,Genesis,Sedan,20.0,0,50000.0,0
2021,Toyota,Pickup,13.0,1,49800.0,0
2017,Toyota,SUV,40.0,1,36400.0,0
2014,Mercedes-Benz,Coupe,19.0,0,43500.0,0
2014,Subaru,SUV,20.0,1,33995.0,0
2004,Jeep,SUV,15.0,0,29995.0,0
2002,Honda,SUV,20.0,0,22700.0,0
2019,Lincoln,Pickup,0.0,0,0.0,0
2014,Maserati,Coupe,13.0,1,150000.0,1
2016,BMW,Coupe,22.0,1,83000.0,0
1993,Ford,SUV,12.0,0,35000.0,1
2016,Mercedes-Benz,Sedan,21.0,1,93000.0,0
2010,Volkswagen,Sedan,26.0,1,24000.0,0
2007,Audi,Sedan,28.0,1,30800.0,0
2022,Audi,Sedan,22.0,1,86000.0,0
2009,Honda,Minivan,20.0,1,42000.0,0
2011,Mercedes-Benz,SUV,23.0,0,22000.0,0
2012,Land,SUV,14.0,1,72000.0,0
2005,BMW,Coupe,18.0,0,80000.0,0
2019,Honda,Sedan,48.0,1,34700.0,0
2017,BMW,Coupe,25.0,0,44000.0,0
2019,Hyundai,SUV,24.0,1,35900.0,0
2018,RAM,Van,14.0,0,35000.0,0
2020,Jeep,SUV,15.0,1,86995.0,0
2023,Alfa,Sedan,24.0,1,79900.0,1
2023,Porsche,Sedan,90.0,1,85000.0,0
2015,Ford,Pickup,10.0,1,62500.0,0
2023,Toyota,Pickup,20.0,0,36000.0,0
2007,Dodge,Pickup,13.0,0,32000.0,0
2019,Nissan,Hatchback,124.0,1,39990.0,0
2004,Mercedes-Benz,SUV,20.0,0,50000.0,0
2023,Buick,SUV,20.0,1,55400.0,0
2011,Dodge,Coupe,15.0,1,30500.0,0
2007,Mercedes-Benz,Coupe,18.0,1,55000.0,0
2020,Ford,Pickup,24.0,0,30930.0,0
2008,Toyota,Sedan,24.0,0,24000.0,0
2023,Buick,SUV,18.0,0,46980.0,0
2015,BMW,Coupe,25.0,1,35000.0,0
2015,BMW,Sedan,20.0,0,72000.0,0
2005,Pontiac,Sedan,15.0,1,29000.0,0
2017,Audi,SUV,30.0,1,55000.0,0
2014,Jeep,SUV,21.0,0,30620.0,0
2018,Dodge,Coupe,13.0,1,84000.0,1
2019,Volkswagen,Coupe,26.0,0,20000.0,0
2004,Pontiac,Convertible,22.0,1,30995.0,1
2021,Land,SUV,18.0,1,83300.0,0
2013,Ford,Minivan,17.0,0,28000.0,0
2011,Lexus,SUV,15.0,1,63400.0,0
2017,GMC,Coupe,17.0,1,55000.0,1
2016,Ford,Sedan,43.0,0,25300.0,0
2016,Bentley,SUV,18.0,1,250000.0,1
2007,Chevrolet,Pickup,16.0,0,28000.0,0
2003,Mitsubishi,Sedan,25.0,0,14900.0,0
2019,McLaren,Coupe,22.0,1,300000.0,1
2022,Toyota,Coupe,24.0,1,64990.0,1
2006,Chevrolet,Coupe,20.0,0,30000.0,1
2023,Audi,Sedan,30.0,1,44800.0,0
2006,Subaru,Sedan,20.0,1,32000.0,1
2019,Volkswagen,Hatchback,24.0,0,26000.0,0
2001,Chrysler,Coupe,20.0,0,29900.0,1
2012,Volvo,Hatchback,28.0,0,28000.0,0
2006,Porsche,Sedan,15.0,1,135000.0,0
2016,Mercedes-Benz,SUV,23.0,1,62900.0,0
2016,BMW,Sedan,24.0,1,85000.0,0
2022,Dodge,Minivan,19.0,0,30000.0,0
2019,Honda,SUV,28.0,1,32000.0,0
2007,McLaren,Convertible,20.0,1,205000.0,1
2014,Mercedes-Benz,Van,0.0,0,0.0,0
2006,Toyota,Sedan,20.0,0,25000.0,0
2021,Volvo,SUV,26.0,0,35800.0,0
2012,Subaru,Sedan,25.0,1,24000.0,0
2018,Lexus,Sedan,25.0,1,35000.0,0
2016,Ford,Pickup,22.0,1,70000.0,0
2006,Toyota,Sedan,24.0,0,33000.0,0
2016,Toyota,Pickup,13.0,1,47000.0,0
2019,Chevrolet,Pickup,18.0,1,55000.0,0
2023,Ford,Sedan,28.0,0,25000.0,0
2007,Ford,SUV,20.0,0,29000.0,0
2016,Volkswagen,Sedan,28.0,0,19000.0,0
2016,Nissan,Minivan,15.0,0,39000.0,0
2021,Chrysler,Coupe,15.0,1,41890.0,0
2016,Lamborghini,Coupe,18.0,1,242000.0,1
2013,Ferrari,Coupe,12.0,1,315000.0,1
2011,Genesis,Sedan,15.0,1,60000.0,0
1998,Toyota,Coupe,20.0,0,24000.0,0
2016,Nissan,Pickup,19.0,0,30000.0,0
2007,Jeep,SUV,15.0,1,29000.0,0
2014,Kia,SUV,30.0,1,45000.0,0
2017,Audi,SUV,18.0,0,46000.0,0
2022,Audi,Convertible,14.0,1,208000.0,1
2012,Chevrolet,SUV,120.0,1,37000.0,0
2020,Ford,Sedan,30.0,0,20000.0,0
2022,Chevrolet,Pickup,20.0,0,29500.0,0
2014,Ford,Pickup,12.0,1,55000.0,0
2013,Ford,Coupe,15.0,1,41995.0,1
2021,Audi,Sedan,15.0,1,120000.0,0
2011,Dodge,Minivan,17.0,0,22840.0,0
2020,Maserati,Sedan,19.0,1,103000.0,0
2016,Nissan,Sedan,31.0,0,15800.0,0
2003,Land,SUV,15.0,0,40000.0,0
2004,Bentley,Coupe,12.0,1,200000.0,1
2021,Volvo,SUV,22.0,0,58950.0,0
2018,Porsche,Sedan,84.0,1,150000.0,1
2018,Hyundai,SUV,20.0,0,30600.0,0
2004,Audi,Sedan,20.0,1,58000.0,0
2017,Mercedes-Benz,SUV,13.0,1,127000.0,1
2016,Porsche,Coupe,20.0,1,82000.0,0
2015,Volkswagen,Sedan,28.0,0,18500.0,0
2001,BMW,Sedan,19.0,0,33000.0,0
2005,Porsche,Coupe,15.0,1,112000.0,1
2011,Ford,SUV,28.0,0,29995.0,0
2022,Ford,Pickup,24.0,1,55000.0,0
2019,Bentley,SUV,14.0,1,300000.0,1
2008,Mercedes-Benz,Minivan,20.0,0,30000.0,0
2022,Land,SUV,20.0,1,215000.0,1
2021,Honda,SUV,20.0,1,43000.0,0
2009,Nissan,Pickup,13.0,0,34380.0,0
2020,Volkswagen,Sedan,22.0,0,46000.0,0
2019,Lincoln,SUV,24.0,0,36000.0,0
2022,Mercedes-Benz,Sedan,22.0,1,100000.0,1
2006,Toyota,Pickup,15.0,0,25000.0,0
2011,Bentley,Coupe,15.0,1,225000.0,1
2023,Lexus,SUV,22.0,1,55000.0,0
1993,Nissan,SUV,25.0,0,20000.0,0
2009,Audi,Sedan,20.0,1,75000.0,0
2012,Dodge,Coupe,17.0,0,31195.0,0
2017,Porsche,Sedan,21.0,1,90000.0,0
2019,BMW,SUV,20.0,1,80000.0,0
2019,Volkswagen,Sedan,25.0,0,28800.0,0
2020,Lexus,SUV,33.0,0,40400.0,0
2022,Honda,SUV,28.0,0,32000.0,0
2019,Acura,Sedan,20.0,1,100000.0,0
2021,Mercedes-Benz,SUV,17.0,1,65000.0,0
2001,Porsche,Coupe,18.0,0,28000.0,0
2022,BMW,Sedan,25.0,1,86500.0,0
2019,Cadillac,SUV,15.0,1,92990.0,0
2020,Ford,Minivan,15.0,0,45000.0,0
2004,Bentley,Sedan,12.0,1,175000.0,1
2024,Ford,SUV,20.0,1,47000.0,0
2023,Jeep,Pickup,20.0,0,40000.0,0
2008,Cadillac,SUV,12.0,1,58600.0,0
2002,GMC,Pickup,12.0,0,35000.0,0
1993,Nissan,Sedan,27.0,0,12000.0,0
2019,Honda,SUV,24.0,1,33500.0,0
2011,Honda,Minivan,18.0,0,28750.0,0
2010,Cadillac,SUV,14.0,1,64000.0,0
1994,Toyota,SUV,24.0,0,20000.0,0
2021,MINI,Convertible,30.0,0,28750.0,0
2017,Ford,Coupe,15.0,1,47500.0,1
2019,BMW,Hatchback,0.0,0,44900.0,0
2014,Maserati,Sedan,16.0,1,140000.0,1
2023,RAM,Pickup,10.0,1,75800.0,0
2007,Tesla,Sedan,90.0,1,80000.0,0
2002,Toyota,Sedan,24.0,0,22000.0,0
2020,Mercedes-Benz,SUV,18.0,1,76000.0,0
2013,BMW,Coupe,22.0,1,50000.0,0
2008,Chrysler,Minivan,17.0,0,25200.0,0
2020,Chevrolet,Pickup,22.0,1,47000.0,0
2019,Dodge,Van,0.0,0,0.0,0
2023,Ford,Coupe,15.0,1,500000.0,1
2004,Mercedes-Benz,Convertible,15.0,1,136000.0,1
2014,Audi,Coupe,28.0,0,40000.0,0
2020,Porsche,Convertible,20.0,1,200000.0,1
2019,Audi,Sedan,22.0,1,69900.0,0
2018,Mazda,SUV,29.0,0,22000.0,0
2011,Alfa,SUV,20.0,0,42000.0,0
2007,Nissan,SUV,10.0,1,46000.0,0
2004,Toyota,SUV,18.0,0,30000.0,0
2011,Ford,Pickup,15.0,1,46400.0,0
2014,INFINITI,Sedan,20.0,1,42000.0,0
2021,Lamborghini,Coupe,15.0,1,210000.0,1
2015,Scion,Coupe,23.0,0,20500.0,0
2005,Dodge,Sedan,20.0,0,25000.0,0
2003,Lexus,SUV,18.0,0,34000.0,0
1998,Lexus,Coupe,19.0,0,35000.0,1
2019,Cadillac,Sedan,22.0,1,45000.0,0
2017,Porsche,Coupe,18.0,1,100000.0,0
2016,Acura,SUV,20.0,0,34900.0,0
2017,Lamborghini,Coupe,9.0,1,517770.0,1
2020,Honda,SUV,22.0,0,30490.0,0
2016,Hyundai,SUV,20.0,0,32000.0,0
2005,Subaru,Wagon,22.0,0,19500.0,0
2001,Ford,Pickup,20.0,0,22000.0,0
2020,Genesis,Sedan,15.0,1,74900.0,0
2021,Land,SUV,18.0,1,114600.0,0
2019,Lexus,SUV,29.0,1,47100.0,0
2007,Volvo,Sedan,20.0,0,24500.0,0
2003,Mazda,SUV,20.0,0,24000.0,0
2014,Ford,Minivan,22.0,0,22000.0,0
2011,Ford,SUV,12.0,1,60000.0,0
2014,BMW,Sedan,30.0,0,40000.0,0
2014,Tesla,Sedan,89.0,1,135000.0,1
2021,Porsche,SUV,15.0,1,99995.0,0
2021,Porsche,Coupe,21.0,1,116000.0,1
2020,GMC,SUV,22.0,0,26000.0,0
2010,Hyundai,Sedan,28.0,0,15000.0,0
2012,Ford,Pickup,10.0,0,45000.0,0
2021,Volvo,Sedan,25.0,1,38900.0,0
2016,Mazda,Sedan,29.0,0,22695.0,0
2019,Mercedes-Benz,SUV,13.0,1,156900.0,1
2023,Ford,Minivan,15.0,0,40000.0,0
2022,BMW,Sedan,75.0,0,41900.0,0
2009,Land,SUV,14.0,1,49995.0,0
2016,Land,SUV,20.0,1,49900.0,0
2012,Audi,Coupe,17.0,1,55300.0,0
2018,Mercedes-Benz,SUV,18.0,1,65000.0,0
2003,INFINITI,SUV,15.0,0,46000.0,0
2006,Subaru,Coupe,25.0,1,30000.0,0
2006,Audi,Sedan,16.0,1,70000.0,1
2022,Nissan,Pickup,15.0,0,57000.0,0
2019,Kia,SUV,0.0,1,54000.0,0
2014,Audi,Sedan,24.0,1,42000.0,0
2004,GMC,Pickup,15.0,0,32000.0,0
2002,Subaru,SUV,24.0,0,27100.0,0
2014,Hyundai,Sedan,28.0,0,17995.0,0
2008,Land,SUV,14.0,1,50000.0,0
2006,Kia,SUV,20.0,0,19500.0,0
2012,Chevrolet,Pickup,16.0,0,37380.0,0
2008,Audi,Sedan,18.0,1,49900.0,0
2007,Ford,Pickup,20.0,0,23000.0,0
2019,Chevrolet,Pickup,18.0,1,53900.0,0
2015,Chevrolet,Pickup,20.0,0,35000.0,0
2019,Cadillac,Pickup,20.0,0,35000.0,0
2023,RAM,Pickup,15.0,0,45000.0,0
2022,Hyundai,SUV,25.0,0,36500.0,0
2022,Volkswagen,Sedan,24.0,0,46800.0,0
2009,Volkswagen,Hatchback,25.0,0,25000.0,0
2023,Land,SUV,22.0,1,105000.0,0
2009,Chevrolet,Coupe,16.0,1,112000.0,1
2018,Nissan,SUV,29.0,1,28740.0,0
2010,BMW,SUV,20.0,1,55000.0,0
2002,GMC,Pickup,15.0,0,24000.0,0
2014,Audi,Coupe,21.0,1,57700.0,0
2015,Chevrolet,Sedan,22.0,0,27895.0,0
2013,Maserati,Coupe,13.0,1,135000.0,1
2007,Chevrolet,Coupe,20.0,1,28000.0,0
2019,Kia,Sedan,27.0,0,25700.0,0
2007,Audi,Coupe,24.0,0,30000.0,0
2023,Lexus,SUV,36.0,1,61000.0,0
2017,Chevrolet,Pickup,19.0,1,48600.0,0
2004,Buick,Sedan,20.0,0,25850.0,0
2002,Chevrolet,Pickup,15.0,0,20000.0,0
2021,Lincoln,SUV,21.0,1,88435.0,0
2014,Chevrolet,Pickup,18.0,0,40700.0,0
2017,Porsche,Convertible,20.0,1,102600.0,1
2007,Mazda,SUV,20.0,0,30000.0,0
2007,Nissan,Coupe,20.0,0,30000.0,0
2019,Porsche,Sedan,23.0,1,103000.0,0
2002,Lexus,Sedan,18.0,1,60000.0,0
2009,Bentley,Coupe,12.0,1,250000.0,0
2012,Nissan,Sedan,23.0,0,33600.0,0
2021,Chevrolet,Pickup,15.0,0,40000.0,0
2014,BMW,Coupe,22.0,1,51000.0,0
2017,Mercedes-Benz,Sedan,22.0,1,79500.0,0
2009,Toyota,SUV,17.0,1,33995.0,0
2004,Acura,SUV,20.0,1,44970.0,0
2021,Subaru,Coupe,24.0,1,29995.0,0
2010,Mercedes-Benz,SUV,20.0,0,49000.0,0
2008,Honda,Sedan,25.0,0,18500.0,0
2005,Lexus,Sedan,18.0,0,56985.0,1
2022,Audi,Sedan,23.0,0,86500.0,0
2019,Audi,Coupe,23.0,1,46000.0,0
2022,Karma,Coupe,50.0,0,130000.0,1
2015,Subaru,Sedan,28.0,1,29995.0,0
2002,Ford,Minivan,12.0,0,29000.0,0
2011,Chevrolet,Coupe,16.0,1,75500.0,1
2021,Lexus,SUV,30.0,1,50000.0,0
2018,Dodge,Coupe,15.0,1,55000.0,1
2006,Hyundai,Coupe,18.0,0,24900.0,0
2014,Lexus,Sedan,20.0,0,46000.0,0
2001,Ford,Pickup,15.0,1,31995.0,0
2023,Chevrolet,Pickup,20.0,0,30000.0,0
2021,BMW,Coupe,26.0,1,55000.0,0
2019,Toyota,Pickup,20.0,0,34500.0,0
2011,Nissan,SUV,13.0,1,49990.0,0
2017,Dodge,Sedan,18.0,0,33200.0,0
2011,Chevrolet,SUV,17.0,1,31000.0,0
2014,Land,SUV,14.0,1,49000.0,0
2011,Porsche,Coupe,20.0,1,65000.0,0
2014,INFINITI,SUV,16.0,1,60000.0,0
2014,Chevrolet,SUV,26.0,0,20500.0,0
2017,Nissan,Pickup,15.0,0,40000.0,0
2019,Lexus,Sedan,22.0,1,90000.0,0
2005,Dodge,Sedan,20.0,0,35000.0,0
2018,Porsche,Coupe,18.0,1,165000.0,1
2009,Ford,SUV,16.0,1,31900.0,0
2022,Chevrolet,Coupe,28.0,0,26795.0,0
2011,Porsche,Sedan,18.0,1,100000.0,0
2013,Lincoln,Sedan,17.0,1,50000.0,0
2013,Chevrolet,Pickup,16.0,0,31000.0,0
2008,Ford,Sedan,28.0,0,18995.0,0
2009,Chevrolet,Coupe,15.0,1,74995.0,1
2017,Chevrolet,SUV,18.0,1,75000.0,0
2020,Audi,Sedan,21.0,1,86100.0,0
2012,Ford,Sedan,41.0,1,39200.0,0
1993,Ford,SUV,15.0,0,30000.0,1
2016,BMW,SUV,24.0,0,30000.0,0
2012,Cadillac,SUV,14.0,1,73310.0,0
2015,Dodge,Coupe,15.0,1,39000.0,0
2018,Ford,Sedan,32.0,0,20000.0,0
2012,Ford,SUV,20.0,1,42000.0,0
2009,Ford,Minivan,15.0,0,30000.0,0
2007,Nissan,Coupe,20.0,0,50000.0,1
2015,Ford,Coupe,15.0,1,32000.0,1
2022,Acura,Coupe,21.0,0,157495.0,1
2017,Lamborghini,Coupe,18.0,1,192000.0,1
2013,Audi,Sedan,24.0,1,55000.0,0
2006,Subaru,SUV,26.0,0,28000.0,0
2015,Lincoln,SUV,18.0,0,39845.0,0
2013,Lincoln,Sedan,42.0,0,35000.0,0
2019,Toyota,SUV,20.0,1,47000.0,0
2009,Ford,Minivan,10.0,0,34000.0,0
1998,Lexus,Convertible,20.0,0,60000.0,1
2014,Audi,SUV,20.0,0,50000.0,0
2007,GMC,SUV,20.0,0,30000.0,0
2013,Mazda,SUV,20.0,0,24000.0,0
2011,Maserati,SUV,15.0,1,60000.0,0
2021,Maserati,SUV,18.0,1,85000.0,0
2023,Kia,SUV,20.0,0,50000.0,0
2017,Mazda,SUV,25.0,0,22000.0,0
2002,BMW,Convertible,24.0,0,34000.0,0
2007,Ford,SUV,18.0,0,25000.0,0
2020,Lexus,Sedan,19.0,0,45000.0,1
2017,Ford,SUV,18.0,1,103600.0,0
2013,Ford,SUV,20.0,1,40000.0,0
2015,Subaru,Sedan,28.0,0,22000.0,0
2015,Lincoln,SUV,17.0,0,47935.0,0
2018,Volvo,Sedan,30.0,1,53000.0,0
2009,Nissan,Sedan,20.0,0,25000.0,0
2014,Acura,Sedan,25.0,0,33250.0,0
2008,GMC,SUV,20.0,0,30000.0,0
2008,BMW,Sedan,15.0,1,82000.0,0
2020,Lamborghini,Coupe,15.0,1,211321.0,1
2013,Jaguar,Sedan,15.0,1,99400.0,0
2022,GMC,Pickup,15.0,1,75000.0,0
2004,Land,SUV,15.0,1,83700.0,0
2006,Ford,SUV,18.0,0,25000.0,0
2023,Mercedes-Benz,Coupe,18.0,1,162900.0,1
2022,Mazda,SUV,22.0,1,42900.0,0
2017,Ford,SUV,20.0,1,45000.0,0
2022,BMW,Coupe,26.0,1,45900.0,0
2009,Lincoln,Sedan,16.0,1,46970.0,0
2013,Volkswagen,Hatchback,28.0,0,25810.0,0
2017,Kia,Sedan,25.0,0,27000.0,0
2012,Volvo,SUV,18.0,0,34700.0,0
2016,Nissan,SUV,16.0,0,26500.0,0
2019,Volkswagen,Hatchback,25.0,1,40000.0,0
2007,Scion,Coupe,23.0,0,18900.0,1
2008,Ford,SUV,15.0,0,32500.0,0
2009,Nissan,Pickup,16.0,0,24500.0,0
2017,Ford,SUV,18.0,1,69650.0,0
2016,Chevrolet,Pickup,17.0,1,58000.0,0
2016,Lexus,SUV,20.0,0,41000.0,0
1994,MINI,Sedan,30.0,0,12000.0,1
2021,Ferrari,Coupe,15.0,0,317000.0,1
2007,RAM,Pickup,13.0,0,30000.0,0
2023,Genesis,Sedan,19.0,1,64000.0,0
2018,Chevrolet,Pickup,18.0,1,50000.0,0
2019,Toyota,Pickup,13.0,1,55000.0,0
2022,Ford,Pickup,20.0,1,55000.0,0
2011,BMW,Sedan,17.0,0,81700.0,0
2023,Bentley,Coupe,12.0,1,232600.0,1
2016,Porsche,SUV,17.0,1,79600.0,0
2020,BMW,SUV,20.0,1,104500.0,0
2015,BMW,Sedan,20.0,1,96500.0,0
2006,Volkswagen,Hatchback,24.0,0,23900.0,0
2016,Ford,Pickup,16.0,0,50000.0,0
2022,GMC,SUV,21.0,0,57900.0,0
2022,Lexus,Sedan,25.0,0,38600.0,0
2009,Mazda,Coupe,16.0,1,33500.0,0
2015,Lucid,Sedan,111.0,1,139000.0,0
2008,Nissan,Sedan,26.0,0,25000.0,0
2012,Honda,Sedan,68.0,0,36900.0,0
2002,Ford,Pickup,16.0,0,29000.0,0
2022,Land,SUV,18.0,1,104000.0,0
2014,Volkswagen,Sedan,30.0,0,23650.0,0
2013,Hyundai,Coupe,20.0,0,25000.0,0
2024,Maserati,Coupe,15.0,1,220000.0,1
2015,Chevrolet,Pickup,18.0,0,27000.0,0
2010,BMW,Coupe,22.0,1,56000.0,1
2003,Saturn,Convertible,22.0,0,24000.0,0
2009,Ford,Pickup,15.0,1,35000.0,0
2019,Chevrolet,Pickup,19.0,0,30000.0,0
2022,Ford,Hatchback,22.0,1,45000.0,0
2001,Mercedes-Benz,Convertible,20.0,0,40000.0,0
2019,Chevrolet,SUV,20.0,0,40000.0,0
2018,INFINITI,Sedan,30.0,1,55800.0,0
2007,Cadillac,SUV,14.0,1,63000.0,0
2011,Toyota,Sedan,20.0,1,40000.0,0
2021,Porsche,Coupe,15.0,1,200000.0,1
1995,BMW,Coupe,20.0,1,25000.0,1
2017,Chevrolet,Sedan,30.0,0,22000.0,0
2019,Audi,Sedan,23.0,1,42100.0,0
2015,Ford,Minivan,14.0,0,30970.0,0
2021,Kia,SUV,117.0,1,49990.0,0
2006,Mercedes-Benz,Convertible,14.0,1,138600.0,1
2022,BMW,Coupe,26.0,0,46000.0,0
2013,Nissan,Hatchback,99.0,1,29900.0,0
2015,GMC,Pickup,18.0,1,48280.0,0
2007,Mercedes-Benz,Sedan,18.0,1,63000.0,0
2017,Audi,SUV,19.0,1,66800.0,0
2023,Audi,Sedan,17.0,1,150000.0,0
2017,Mercedes-Benz,SUV,25.0,0,35000.0,0
2008,Genesis,Sedan,18.0,1,60000.0,0
2008,Mercedes-Benz,Sedan,15.0,1,85000.0,0
2017,Volkswagen,Sedan,24.0,0,31995.0,0
2020,BMW,Coupe,20.0,1,139000.0,0
2013,Kia,Sedan,24.0,0,25000.0,0
2012,McLaren,Convertible,21.0,1,192000.0,1
2010,Chevrolet,Coupe,19.0,0,35995.0,0
2019,Ford,SUV,90.0,1,59000.0,0
2022,Mazda,Sedan,26.0,1,34650.0,0
2022,Audi,Sedan,24.0,1,84900.0,0
2013,Mitsubishi,SUV,24.0,0,22995.0,0
2014,Cadillac,SUV,14.0,1,85000.0,0
2020,Toyota,SUV,25.0,0,29000.0,0
2016,Honda,Sedan,26.0,0,23900.0,0
2022,Volkswagen,SUV,28.0,1,35000.0,0
2015,Toyota,Minivan,18.0,1,40000.0,0
2023,Kia,SUV,38.0,1,35500.0,0
2023,Volkswagen,Sedan,25.0,1,48500.0,0
2018,Tesla,SUV,90.0,1,79900.0,0
2010,Ford,Pickup,20.0,0,21760.0,0
2019,Toyota,SUV,13.0,1,62800.0,0
2005,Land,SUV,18.0,1,35000.0,0
2018,Mercedes-Benz,Van,15.0,0,40000.0,0
2002,Dodge,Pickup,12.0,0,28990.0,0
2007,Mitsubishi,Sedan,20.0,0,32000.0,1
2020,Subaru,Coupe,24.0,1,29900.0,0
2005,Toyota,Pickup,19.0,0,25000.0,0
2018,Porsche,Coupe,20.0,1,160000.0,1
2016,Chevrolet,Sedan,29.0,1,30000.0,0
2006,Chevrolet,Pickup,18.0,0,24300.0,0
2023,Acura,SUV,26.0,0,40000.0,0
2011,Chevrolet,Pickup,20.0,0,37000.0,0
2019,Audi,Sedan,24.0,1,41000.0,0
2016,Jaguar,Sedan,30.0,1,60000.0,0
2021,Chevrolet,Coupe,24.0,1,32500.0,0
2010,Nissan,SUV,16.0,1,29000.0,0
2015,Mercedes-Benz,Sedan,15.0,1,200000.0,1
